filename,filepath,label,split,file_size_kb,width,height,channels,aspect_ratio,mode,corrupt
hives-Urticaria-Acute-71.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-71.jpg,Urticaria Hives,train,70.12,462,720,3,0.642,RGB,False
hives-Urticaria-Acute-65.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-65.jpg,Urticaria Hives,train,83.73,720,494,3,1.457,RGB,False
erythema-annulare-centrifugum-5.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-5.jpg,Urticaria Hives,train,82.81,720,493,3,1.46,RGB,False
hives-Urticaria-Acute-59.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-59.jpg,Urticaria Hives,train,63.36,467,720,3,0.649,RGB,False
dermagraphism-26.jpg,../dataset/train/Urticaria Hives/dermagraphism-26.jpg,Urticaria Hives,train,55.17,720,480,3,1.5,RGB,False
PUPPP-20.jpg,../dataset/train/Urticaria Hives/PUPPP-20.jpg,Urticaria Hives,train,66.97,471,720,3,0.654,RGB,False
PUPPP-21.jpg,../dataset/train/Urticaria Hives/PUPPP-21.jpg,Urticaria Hives,train,61.28,480,720,3,0.667,RGB,False
cold-urticaria-2.jpg,../dataset/train/Urticaria Hives/cold-urticaria-2.jpg,Urticaria Hives,train,66.87,720,598,3,1.204,RGB,False
hives-Urticaria-Acute-1.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-1.jpg,Urticaria Hives,train,66.9,473,720,3,0.657,RGB,False
dermagraphism-27.jpg,../dataset/train/Urticaria Hives/dermagraphism-27.jpg,Urticaria Hives,train,40.61,720,480,3,1.5,RGB,False
dermagraphism-33.jpg,../dataset/train/Urticaria Hives/dermagraphism-33.jpg,Urticaria Hives,train,73.13,720,472,3,1.525,RGB,False
dermagraphism-1.jpg,../dataset/train/Urticaria Hives/dermagraphism-1.jpg,Urticaria Hives,train,74.6,491,720,3,0.682,RGB,False
hives-Urticaria-Acute-58.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-58.jpg,Urticaria Hives,train,57.16,476,720,3,0.661,RGB,False
Urticaria-Vasculitis-17.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-17.jpg,Urticaria Hives,train,88.86,502,720,3,0.697,RGB,False
erythema-annulare-centrifugum-4.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-4.jpg,Urticaria Hives,train,99.54,572,720,3,0.794,RGB,False
hives-Urticaria-Acute-70.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-70.jpg,Urticaria Hives,train,49.68,471,720,3,0.654,RGB,False
hives-Urticaria-Acute-48.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-48.jpg,Urticaria Hives,train,78.53,720,472,3,1.525,RGB,False
hives-Urticaria-Acute-74.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-74.jpg,Urticaria Hives,train,88.73,471,720,3,0.654,RGB,False
hives-Urticaria-Acute-60.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-60.jpg,Urticaria Hives,train,67.81,465,720,3,0.646,RGB,False
Urticaria-Vasculitis-13.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-13.jpg,Urticaria Hives,train,112.2,495,720,3,0.688,RGB,False
dermagraphism-5.jpg,../dataset/train/Urticaria Hives/dermagraphism-5.jpg,Urticaria Hives,train,64.03,477,720,3,0.662,RGB,False
dermagraphism-23.jpg,../dataset/train/Urticaria Hives/dermagraphism-23.jpg,Urticaria Hives,train,63.18,720,480,3,1.5,RGB,False
hives-Urticaria-Acute-5.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-5.jpg,Urticaria Hives,train,74.05,480,720,3,0.667,RGB,False
PUPPP-25.jpg,../dataset/train/Urticaria Hives/PUPPP-25.jpg,Urticaria Hives,train,72.91,473,720,3,0.657,RGB,False
PUPPP-31.jpg,../dataset/train/Urticaria Hives/PUPPP-31.jpg,Urticaria Hives,train,107.98,482,720,3,0.669,RGB,False
PUPPP-19.jpg,../dataset/train/Urticaria Hives/PUPPP-19.jpg,Urticaria Hives,train,73.79,720,478,3,1.506,RGB,False
PUPPP-30.jpg,../dataset/train/Urticaria Hives/PUPPP-30.jpg,Urticaria Hives,train,101.72,720,479,3,1.503,RGB,False
hives-Urticaria-Acute-4.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-4.jpg,Urticaria Hives,train,86.12,720,472,3,1.525,RGB,False
Urticaria-Vasculitis-12.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-12.jpg,Urticaria Hives,train,93.29,466,720,3,0.647,RGB,False
hives-Urticaria-Acute-61.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-61.jpg,Urticaria Hives,train,55.45,470,720,3,0.653,RGB,False
hives-Urticaria-Acute-75.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-75.jpg,Urticaria Hives,train,86.98,483,720,3,0.671,RGB,False
hives-Urticaria-Acute-88.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-88.jpg,Urticaria Hives,train,64.4,473,720,3,0.657,RGB,False
hives-Urticaria-Acute-63.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-63.jpg,Urticaria Hives,train,76.37,720,472,3,1.525,RGB,False
Urticaria-Vasculitis-10.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-10.jpg,Urticaria Hives,train,74.44,720,488,3,1.475,RGB,False
erythema-annulare-centrifugum-3.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-3.jpg,Urticaria Hives,train,108.15,582,720,3,0.808,RGB,False
hives-Urticaria-Acute-77.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-77.jpg,Urticaria Hives,train,82.99,484,720,3,0.672,RGB,False
dermagraphism-6.jpg,../dataset/train/Urticaria Hives/dermagraphism-6.jpg,Urticaria Hives,train,76.37,483,720,3,0.671,RGB,False
dermagraphism-34.jpg,../dataset/train/Urticaria Hives/dermagraphism-34.jpg,Urticaria Hives,train,68.02,720,472,3,1.525,RGB,False
hives-Urticaria-Acute-6.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-6.jpg,Urticaria Hives,train,65.95,480,720,3,0.667,RGB,False
PUPPP-27.jpg,../dataset/train/Urticaria Hives/PUPPP-27.jpg,Urticaria Hives,train,63.74,720,492,3,1.463,RGB,False
hives-Urticaria-Acute-7.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-7.jpg,Urticaria Hives,train,87.08,720,480,3,1.5,RGB,False
dermagraphism-35.jpg,../dataset/train/Urticaria Hives/dermagraphism-35.jpg,Urticaria Hives,train,56.37,720,472,3,1.525,RGB,False
dermagraphism-7.jpg,../dataset/train/Urticaria Hives/dermagraphism-7.jpg,Urticaria Hives,train,54.78,720,473,3,1.522,RGB,False
dermagraphism-21.jpg,../dataset/train/Urticaria Hives/dermagraphism-21.jpg,Urticaria Hives,train,129.14,720,476,3,1.513,RGB,False
hives-Urticaria-Acute-76.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-76.jpg,Urticaria Hives,train,88.66,720,482,3,1.494,RGB,False
Urticaria-Vasculitis-11.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-11.jpg,Urticaria Hives,train,115.05,720,479,3,1.503,RGB,False
hives-Urticaria-Acute-62.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-62.jpg,Urticaria Hives,train,64.09,476,720,3,0.661,RGB,False
erythema-annulare-centrifugum-2.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-2.jpg,Urticaria Hives,train,90.75,720,500,3,1.44,RGB,False
pressure-urticaria-9.jpg,../dataset/train/Urticaria Hives/pressure-urticaria-9.jpg,Urticaria Hives,train,63.49,720,472,3,1.525,RGB,False
hives-Urticaria-Acute-11.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-11.jpg,Urticaria Hives,train,79.17,720,472,3,1.525,RGB,False
angioedema-15.jpg,../dataset/train/Urticaria Hives/angioedema-15.jpg,Urticaria Hives,train,111.71,469,720,3,0.651,RGB,False
erythema-annulare-centrifugum-10.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-10.jpg,Urticaria Hives,train,76.08,480,720,3,0.667,RGB,False
PUPPP-1.jpg,../dataset/train/Urticaria Hives/PUPPP-1.jpg,Urticaria Hives,train,63.91,720,480,3,1.5,RGB,False
cholinergic-uriticaria-10.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-10.jpg,Urticaria Hives,train,60.72,720,480,3,1.5,RGB,False
Urticaria-Vasculitis-9.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-9.jpg,Urticaria Hives,train,80.19,720,472,3,1.525,RGB,False
Urticaria-Vasculitis-8.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-8.jpg,Urticaria Hives,train,67.54,720,472,3,1.525,RGB,False
cholinergic-uriticaria-11.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-11.jpg,Urticaria Hives,train,63.55,720,472,3,1.525,RGB,False
06HivesPolycyclic2.jpg,../dataset/train/Urticaria Hives/06HivesPolycyclic2.jpg,Urticaria Hives,train,69.83,720,472,3,1.525,RGB,False
erythema-annulare-centrifugum-11.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-11.jpg,Urticaria Hives,train,62.18,720,480,3,1.5,RGB,False
angioedema-14.jpg,../dataset/train/Urticaria Hives/angioedema-14.jpg,Urticaria Hives,train,65.94,470,720,3,0.653,RGB,False
hives-Urticaria-Acute-38.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-38.jpg,Urticaria Hives,train,62.94,484,720,3,0.672,RGB,False
hives-Urticaria-Acute-10.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-10.jpg,Urticaria Hives,train,80.22,720,472,3,1.525,RGB,False
hives-Urticaria-Acute-12.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-12.jpg,Urticaria Hives,train,74.04,720,472,3,1.525,RGB,False
angioedema-16.jpg,../dataset/train/Urticaria Hives/angioedema-16.jpg,Urticaria Hives,train,77.56,720,474,3,1.519,RGB,False
erythema-annulare-centrifugum-13.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-13.jpg,Urticaria Hives,train,48.06,720,480,3,1.5,RGB,False
PUPPP-2.jpg,../dataset/train/Urticaria Hives/PUPPP-2.jpg,Urticaria Hives,train,78.52,720,480,3,1.5,RGB,False
cholinergic-uriticaria-13.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-13.jpg,Urticaria Hives,train,71.51,480,720,3,0.667,RGB,False
06HivesPolycyclic1.jpg,../dataset/train/Urticaria Hives/06HivesPolycyclic1.jpg,Urticaria Hives,train,59.52,720,472,3,1.525,RGB,False
PUPPP-3.jpg,../dataset/train/Urticaria Hives/PUPPP-3.jpg,Urticaria Hives,train,70.2,720,480,3,1.5,RGB,False
erythema-annulare-centrifugum-12.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-12.jpg,Urticaria Hives,train,77.76,720,472,3,1.525,RGB,False
angioedema-17.jpg,../dataset/train/Urticaria Hives/angioedema-17.jpg,Urticaria Hives,train,96.08,720,468,3,1.538,RGB,False
hives-Urticaria-Acute-13.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-13.jpg,Urticaria Hives,train,47.92,480,720,3,0.667,RGB,False
angioedema-13.jpg,../dataset/train/Urticaria Hives/angioedema-13.jpg,Urticaria Hives,train,86.81,466,720,3,0.647,RGB,False
hives-Urticaria-Acute-17.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-17.jpg,Urticaria Hives,train,62.35,720,472,3,1.525,RGB,False
dermagraphism-40.jpg,../dataset/train/Urticaria Hives/dermagraphism-40.jpg,Urticaria Hives,train,72.49,720,472,3,1.525,RGB,False
erythema-annulare-centrifugum-16.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-16.jpg,Urticaria Hives,train,52.02,480,720,3,0.667,RGB,False
PUPPP-7.jpg,../dataset/train/Urticaria Hives/PUPPP-7.jpg,Urticaria Hives,train,100.64,586,720,3,0.814,RGB,False
angioedema-8.jpg,../dataset/train/Urticaria Hives/angioedema-8.jpg,Urticaria Hives,train,102.91,655,720,3,0.91,RGB,False
angioedema-9.jpg,../dataset/train/Urticaria Hives/angioedema-9.jpg,Urticaria Hives,train,99.89,720,460,3,1.565,RGB,False
PUPPP-6.jpg,../dataset/train/Urticaria Hives/PUPPP-6.jpg,Urticaria Hives,train,101.87,589,720,3,0.818,RGB,False
dermagraphism-41.jpg,../dataset/train/Urticaria Hives/dermagraphism-41.jpg,Urticaria Hives,train,72.49,720,472,3,1.525,RGB,False
hives-Urticaria-Acute-16.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-16.jpg,Urticaria Hives,train,75.36,720,480,3,1.5,RGB,False
angioedema-10.jpg,../dataset/train/Urticaria Hives/angioedema-10.jpg,Urticaria Hives,train,107.07,720,483,3,1.491,RGB,False
hives-Urticaria-Acute-28.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-28.jpg,Urticaria Hives,train,95.63,468,720,3,0.65,RGB,False
hives-Urticaria-Acute-14.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-14.jpg,Urticaria Hives,train,48.44,480,720,3,0.667,RGB,False
dermagraphism-43.jpg,../dataset/train/Urticaria Hives/dermagraphism-43.jpg,Urticaria Hives,train,63.17,720,475,3,1.516,RGB,False
erythema-annulare-centrifugum-15.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-15.jpg,Urticaria Hives,train,51.74,480,720,3,0.667,RGB,False
cholinergic-uriticaria-8.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-8.jpg,Urticaria Hives,train,46.34,480,720,3,0.667,RGB,False
PUPPP-4.jpg,../dataset/train/Urticaria Hives/PUPPP-4.jpg,Urticaria Hives,train,64.01,720,480,3,1.5,RGB,False
PUPPP-5.jpg,../dataset/train/Urticaria Hives/PUPPP-5.jpg,Urticaria Hives,train,83.31,567,720,3,0.787,RGB,False
cholinergic-uriticaria-9.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-9.jpg,Urticaria Hives,train,45.87,480,720,3,0.667,RGB,False
erythema-annulare-centrifugum-14.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-14.jpg,Urticaria Hives,train,49.96,480,720,3,0.667,RGB,False
dermagraphism-42.jpg,../dataset/train/Urticaria Hives/dermagraphism-42.jpg,Urticaria Hives,train,154.72,720,482,3,1.494,RGB,False
hives-Urticaria-Acute-15.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-15.jpg,Urticaria Hives,train,43.13,480,720,3,0.667,RGB,False
hives-Urticaria-Acute-29.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-29.jpg,Urticaria Hives,train,49.53,459,720,3,0.637,RGB,False
angioedema-11.jpg,../dataset/train/Urticaria Hives/angioedema-11.jpg,Urticaria Hives,train,111.32,720,475,3,1.516,RGB,False
hives-Urticaria-Acute-24.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-24.jpg,Urticaria Hives,train,59.03,720,480,3,1.5,RGB,False
hives-Urticaria-Acute-30.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-30.jpg,Urticaria Hives,train,85.44,494,720,3,0.686,RGB,False
hives-Urticaria-Acute-18.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-18.jpg,Urticaria Hives,train,65.32,720,472,3,1.525,RGB,False
angioedema-20.jpg,../dataset/train/Urticaria Hives/angioedema-20.jpg,Urticaria Hives,train,154.21,610,720,3,0.847,RGB,False
cholinergic-uriticaria-4.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-4.jpg,Urticaria Hives,train,111.52,720,487,3,1.478,RGB,False
PUPPP-8.jpg,../dataset/train/Urticaria Hives/PUPPP-8.jpg,Urticaria Hives,train,87.9,584,720,3,0.811,RGB,False
Urticaria-Vasculitis-1.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-1.jpg,Urticaria Hives,train,57.62,720,472,3,1.525,RGB,False
cholinergic-uriticaria-5.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-5.jpg,Urticaria Hives,train,106.25,720,479,3,1.503,RGB,False
hives-Urticaria-Acute-103.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-103.jpg,Urticaria Hives,train,57.11,720,477,3,1.509,RGB,False
erythema-annulare-centrifugum-18.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-18.jpg,Urticaria Hives,train,54.88,720,480,3,1.5,RGB,False
angioedema-21.jpg,../dataset/train/Urticaria Hives/angioedema-21.jpg,Urticaria Hives,train,132.97,720,672,3,1.071,RGB,False
hives-Urticaria-Acute-19.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-19.jpg,Urticaria Hives,train,69.56,720,472,3,1.525,RGB,False
hives-Urticaria-Acute-31.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-31.jpg,Urticaria Hives,train,43.31,720,478,3,1.506,RGB,False
hives-Urticaria-Acute-27.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-27.jpg,Urticaria Hives,train,56.76,720,480,3,1.5,RGB,False
angioedema-23.jpg,../dataset/train/Urticaria Hives/angioedema-23.jpg,Urticaria Hives,train,110.2,573,720,3,0.796,RGB,False
hives-Urticaria-Acute-101.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-101.jpg,Urticaria Hives,train,121.56,720,608,3,1.184,RGB,False
cholinergic-uriticaria-7.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-7.jpg,Urticaria Hives,train,43.92,720,480,3,1.5,RGB,False
Urticaria-Vasculitis-3.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-3.jpg,Urticaria Hives,train,68.45,720,480,3,1.5,RGB,False
angioedema-4.jpg,../dataset/train/Urticaria Hives/angioedema-4.jpg,Urticaria Hives,train,107.63,720,601,3,1.198,RGB,False
pressure-urticaria-10.jpg,../dataset/train/Urticaria Hives/pressure-urticaria-10.jpg,Urticaria Hives,train,64.14,472,720,3,0.656,RGB,False
Urticaria-Vasculitis-2.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-2.jpg,Urticaria Hives,train,57.55,720,472,3,1.525,RGB,False
cholinergic-uriticaria-6.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-6.jpg,Urticaria Hives,train,112.33,720,691,3,1.042,RGB,False
hives-Urticaria-Acute-100.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-100.jpg,Urticaria Hives,train,92.3,594,720,3,0.825,RGB,False
angioedema-22.jpg,../dataset/train/Urticaria Hives/angioedema-22.jpg,Urticaria Hives,train,154.97,720,635,3,1.134,RGB,False
hives-Urticaria-Acute-26.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-26.jpg,Urticaria Hives,train,55.46,720,480,3,1.5,RGB,False
hives-Urticaria-Acute-32.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-32.jpg,Urticaria Hives,train,59.01,480,720,3,0.667,RGB,False
angioedema-26.jpg,../dataset/train/Urticaria Hives/angioedema-26.jpg,Urticaria Hives,train,69.56,475,720,3,0.66,RGB,False
hives-Urticaria-Acute-36.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-36.jpg,Urticaria Hives,train,63.46,471,720,3,0.654,RGB,False
Urticaria-Vasculitis-6.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-6.jpg,Urticaria Hives,train,76.47,720,472,3,1.525,RGB,False
06HivesPolycyclic.jpg,../dataset/train/Urticaria Hives/06HivesPolycyclic.jpg,Urticaria Hives,train,78.67,720,472,3,1.525,RGB,False
cholinergic-uriticaria-3.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-3.jpg,Urticaria Hives,train,110.35,679,720,3,0.943,RGB,False
hives-Urticaria-Acute-23.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-23.jpg,Urticaria Hives,train,80.54,720,472,3,1.525,RGB,False
hives-Urticaria-Acute-37.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-37.jpg,Urticaria Hives,train,55.72,481,720,3,0.668,RGB,False
hives-Urticaria-Acute-21.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-21.jpg,Urticaria Hives,train,88.19,720,472,3,1.525,RGB,False
hives-Urticaria-Acute-35.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-35.jpg,Urticaria Hives,train,52.98,470,720,3,0.653,RGB,False
angioedema-2.jpg,../dataset/train/Urticaria Hives/angioedema-2.jpg,Urticaria Hives,train,87.42,480,720,3,0.667,RGB,False
Urticaria-Vasculitis-5.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-5.jpg,Urticaria Hives,train,63.56,480,720,3,0.667,RGB,False
angioedema-18.jpg,../dataset/train/Urticaria Hives/angioedema-18.jpg,Urticaria Hives,train,101.05,454,720,3,0.631,RGB,False
hives-Urticaria-Acute-34.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-34.jpg,Urticaria Hives,train,55.88,468,720,3,0.65,RGB,False
hives-Urticaria-Acute-20.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-20.jpg,Urticaria Hives,train,58.91,720,472,3,1.525,RGB,False
hives-Urticaria-Acute-84.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-84.jpg,Urticaria Hives,train,124.31,720,595,3,1.21,RGB,False
pressure-urticaria-4.jpg,../dataset/train/Urticaria Hives/pressure-urticaria-4.jpg,Urticaria Hives,train,72.53,720,472,3,1.525,RGB,False
hives-Urticaria-Acute-47.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-47.jpg,Urticaria Hives,train,64.74,467,720,3,0.649,RGB,False
dermagraphism-38.jpg,../dataset/train/Urticaria Hives/dermagraphism-38.jpg,Urticaria Hives,train,94.44,720,488,3,1.475,RGB,False
dermagraphism-10.jpg,../dataset/train/Urticaria Hives/dermagraphism-10.jpg,Urticaria Hives,train,84.1,483,720,3,0.671,RGB,False
PUPPP-16.jpg,../dataset/train/Urticaria Hives/PUPPP-16.jpg,Urticaria Hives,train,57.36,720,475,3,1.516,RGB,False
PUPPP-17.jpg,../dataset/train/Urticaria Hives/PUPPP-17.jpg,Urticaria Hives,train,79.08,720,485,3,1.485,RGB,False
dermagraphism-11.jpg,../dataset/train/Urticaria Hives/dermagraphism-11.jpg,Urticaria Hives,train,77.93,720,474,3,1.519,RGB,False
dermagraphism-39.jpg,../dataset/train/Urticaria Hives/dermagraphism-39.jpg,Urticaria Hives,train,109.71,720,472,3,1.525,RGB,False
hives-Urticaria-Acute-52.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-52.jpg,Urticaria Hives,train,73.02,471,720,3,0.654,RGB,False
hives-Urticaria-Acute-46.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-46.jpg,Urticaria Hives,train,60.34,469,720,3,0.651,RGB,False
hives-Urticaria-Acute-91.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-91.jpg,Urticaria Hives,train,74.29,586,720,3,0.814,RGB,False
pressure-urticaria-5.jpg,../dataset/train/Urticaria Hives/pressure-urticaria-5.jpg,Urticaria Hives,train,65.55,720,472,3,1.525,RGB,False
hives-Urticaria-Acute-85.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-85.jpg,Urticaria Hives,train,132.07,599,720,3,0.832,RGB,False
pressure-urticaria-7.jpg,../dataset/train/Urticaria Hives/pressure-urticaria-7.jpg,Urticaria Hives,train,67.5,720,472,3,1.525,RGB,False
hives-Urticaria-Acute-93.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-93.jpg,Urticaria Hives,train,142.5,607,720,3,0.843,RGB,False
hives-Urticaria-Acute-87.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-87.jpg,Urticaria Hives,train,70.7,476,720,3,0.661,RGB,False
hives-Urticaria-Acute-50.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-50.jpg,Urticaria Hives,train,63.87,720,457,3,1.575,RGB,False
hives-Urticaria-Acute-44.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-44.jpg,Urticaria Hives,train,87.88,467,720,3,0.649,RGB,False
hives-Urticaria-Acute-78.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-78.jpg,Urticaria Hives,train,93.02,482,720,3,0.669,RGB,False
dermagraphism-9.jpg,../dataset/train/Urticaria Hives/dermagraphism-9.jpg,Urticaria Hives,train,101.5,455,720,3,0.632,RGB,False
