filename,filepath,label,split,file_size_kb,width,height,channels,aspect_ratio,mode,corrupt,hash
hives-Urticaria-Acute-98.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-98.jpg,Urticaria Hives,train,92.8,584,720,3,0.811,RGB,False,8dfb66b16f3e80356eb7b1668fb5f67c
hives-Urticaria-Acute-71.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-71.jpg,Urticaria Hives,train,70.12,462,720,3,0.642,RGB,False,e9f3ecc4231502574afa7626dcff8382
hives-Urticaria-Acute-65.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-65.jpg,Urticaria Hives,train,83.73,720,494,3,1.457,RGB,False,4aa61933092c1b75517a0e96c9e380c2
erythema-annulare-centrifugum-5.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-5.jpg,Urticaria Hives,train,82.81,720,493,3,1.46,RGB,False,995d54a1a3bcdf3f1f1a4d7356da5c05
hives-Urticaria-Acute-59.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-59.jpg,Urticaria Hives,train,63.36,467,720,3,0.649,RGB,False,03c8a9f7fa6d65fa15fee0ff07644880
dermagraphism-26.jpg,../dataset/train/Urticaria Hives/dermagraphism-26.jpg,Urticaria Hives,train,55.17,720,480,3,1.5,RGB,False,0c946224c18c4e23d9558a2a78384802
PUPPP-20.jpg,../dataset/train/Urticaria Hives/PUPPP-20.jpg,Urticaria Hives,train,66.97,471,720,3,0.654,RGB,False,58712178cede0f1e484114ad671af948
PUPPP-21.jpg,../dataset/train/Urticaria Hives/PUPPP-21.jpg,Urticaria Hives,train,61.28,480,720,3,0.667,RGB,False,ae3ed911dc0497918ed49ba92d9c4c33
cold-urticaria-2.jpg,../dataset/train/Urticaria Hives/cold-urticaria-2.jpg,Urticaria Hives,train,66.87,720,598,3,1.204,RGB,False,13b27b18fece87d045b0d3b277ae462a
hives-Urticaria-Acute-1.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-1.jpg,Urticaria Hives,train,66.9,473,720,3,0.657,RGB,False,d26882575b32380bc3b29ae357a6d8ce
dermagraphism-27.jpg,../dataset/train/Urticaria Hives/dermagraphism-27.jpg,Urticaria Hives,train,40.61,720,480,3,1.5,RGB,False,b970cd6a6ab87f841d3d7c25d83acf26
dermagraphism-33.jpg,../dataset/train/Urticaria Hives/dermagraphism-33.jpg,Urticaria Hives,train,73.13,720,472,3,1.525,RGB,False,5701d666983151842fd8247741ca0cf3
dermagraphism-1.jpg,../dataset/train/Urticaria Hives/dermagraphism-1.jpg,Urticaria Hives,train,74.6,491,720,3,0.682,RGB,False,6089fd9162adb177550b320be426d930
hives-Urticaria-Acute-58.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-58.jpg,Urticaria Hives,train,57.16,476,720,3,0.661,RGB,False,97a9815468f6a2a8f9e29064e27c7dc2
Urticaria-Vasculitis-17.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-17.jpg,Urticaria Hives,train,88.86,502,720,3,0.697,RGB,False,32c617db7f78a42e1945e6e98a2eb1ce
erythema-annulare-centrifugum-4.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-4.jpg,Urticaria Hives,train,99.54,572,720,3,0.794,RGB,False,fa6f48711dc853044958231966aad11d
hives-Urticaria-Acute-70.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-70.jpg,Urticaria Hives,train,49.68,471,720,3,0.654,RGB,False,c9d4706652942fb6408e1b72b8f08882
hives-Urticaria-Acute-48.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-48.jpg,Urticaria Hives,train,78.53,720,472,3,1.525,RGB,False,1f1375b12506092b77a0e3e1437624a1
hives-Urticaria-Acute-74.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-74.jpg,Urticaria Hives,train,88.73,471,720,3,0.654,RGB,False,b3351f18b7775e8c9e6b26c359c2bdda
hives-Urticaria-Acute-60.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-60.jpg,Urticaria Hives,train,67.81,465,720,3,0.646,RGB,False,6785ed587082daad7520494454cddbdc
Urticaria-Vasculitis-13.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-13.jpg,Urticaria Hives,train,112.2,495,720,3,0.688,RGB,False,f40c483a17fb90e16dacb8fae5502ed4
dermagraphism-5.jpg,../dataset/train/Urticaria Hives/dermagraphism-5.jpg,Urticaria Hives,train,64.03,477,720,3,0.662,RGB,False,9fe23aef47f52c24d1eb6aa91d0e20bf
dermagraphism-23.jpg,../dataset/train/Urticaria Hives/dermagraphism-23.jpg,Urticaria Hives,train,63.18,720,480,3,1.5,RGB,False,5f1c2c9f01d307dc5f5779090966e7b0
hives-Urticaria-Acute-5.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-5.jpg,Urticaria Hives,train,74.05,480,720,3,0.667,RGB,False,9ee03ddbc725f12d22e20b74adb78c84
PUPPP-25.jpg,../dataset/train/Urticaria Hives/PUPPP-25.jpg,Urticaria Hives,train,72.91,473,720,3,0.657,RGB,False,6e532e2d523cc4d98d42de999ba152f9
PUPPP-31.jpg,../dataset/train/Urticaria Hives/PUPPP-31.jpg,Urticaria Hives,train,107.98,482,720,3,0.669,RGB,False,7f30643e6fb53bcb928f13cef9b30fd5
PUPPP-19.jpg,../dataset/train/Urticaria Hives/PUPPP-19.jpg,Urticaria Hives,train,73.79,720,478,3,1.506,RGB,False,9eae5bc2b5f05e65888e42c177cce160
PUPPP-30.jpg,../dataset/train/Urticaria Hives/PUPPP-30.jpg,Urticaria Hives,train,101.72,720,479,3,1.503,RGB,False,668434070862dcab5f793457caecfe13
hives-Urticaria-Acute-4.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-4.jpg,Urticaria Hives,train,86.12,720,472,3,1.525,RGB,False,a3bda1eec0e867af388924ae7ecffec5
Urticaria-Vasculitis-12.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-12.jpg,Urticaria Hives,train,93.29,466,720,3,0.647,RGB,False,dec5ccbeaf3fa1899bf132cd6cfe1e4f
hives-Urticaria-Acute-61.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-61.jpg,Urticaria Hives,train,55.45,470,720,3,0.653,RGB,False,8ddaf183c51b3cb8e8d097487586cfcc
hives-Urticaria-Acute-75.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-75.jpg,Urticaria Hives,train,86.98,483,720,3,0.671,RGB,False,d4d60a45cb5d3075485e4c2a006b83b2
hives-Urticaria-Acute-88.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-88.jpg,Urticaria Hives,train,64.4,473,720,3,0.657,RGB,False,dcd10206a1fe6af0236ada7879d83fd0
hives-Urticaria-Acute-63.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-63.jpg,Urticaria Hives,train,76.37,720,472,3,1.525,RGB,False,96ab4f1305288dad55a43cca1ebf352b
Urticaria-Vasculitis-10.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-10.jpg,Urticaria Hives,train,74.44,720,488,3,1.475,RGB,False,155b3c7f5d2fae198c34d783eae95697
erythema-annulare-centrifugum-3.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-3.jpg,Urticaria Hives,train,108.15,582,720,3,0.808,RGB,False,547300666799ec705a5a04bb7dbe54bb
hives-Urticaria-Acute-77.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-77.jpg,Urticaria Hives,train,82.99,484,720,3,0.672,RGB,False,b1b31963a116ea199bfc6a896599654c
dermagraphism-6.jpg,../dataset/train/Urticaria Hives/dermagraphism-6.jpg,Urticaria Hives,train,76.37,483,720,3,0.671,RGB,False,54fc0e1a2478e9832040ef3b0c49d89f
dermagraphism-34.jpg,../dataset/train/Urticaria Hives/dermagraphism-34.jpg,Urticaria Hives,train,68.02,720,472,3,1.525,RGB,False,fc22f1e8413e15cf9332a203597843ca
hives-Urticaria-Acute-6.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-6.jpg,Urticaria Hives,train,65.95,480,720,3,0.667,RGB,False,fb7b4c65683c5cab997773f92ed05a6d
PUPPP-27.jpg,../dataset/train/Urticaria Hives/PUPPP-27.jpg,Urticaria Hives,train,63.74,720,492,3,1.463,RGB,False,018507311c1bf20e36dede0e253bfb44
hives-Urticaria-Acute-7.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-7.jpg,Urticaria Hives,train,87.08,720,480,3,1.5,RGB,False,b464dad526959e4112d05fb472da0d48
dermagraphism-35.jpg,../dataset/train/Urticaria Hives/dermagraphism-35.jpg,Urticaria Hives,train,56.37,720,472,3,1.525,RGB,False,1418dce490819db99a3b253493f09d8a
dermagraphism-7.jpg,../dataset/train/Urticaria Hives/dermagraphism-7.jpg,Urticaria Hives,train,54.78,720,473,3,1.522,RGB,False,f50c0848c1a9e07e2be4ea2ce3a7a3bf
dermagraphism-21.jpg,../dataset/train/Urticaria Hives/dermagraphism-21.jpg,Urticaria Hives,train,129.14,720,476,3,1.513,RGB,False,6ee85349e0cdf4e47cf0eaa7ae307588
hives-Urticaria-Acute-76.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-76.jpg,Urticaria Hives,train,88.66,720,482,3,1.494,RGB,False,c2307aeba51e2e8602a4fd311b171158
Urticaria-Vasculitis-11.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-11.jpg,Urticaria Hives,train,115.05,720,479,3,1.503,RGB,False,a7b33123d148f6e1565a25f18f2b5217
hives-Urticaria-Acute-62.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-62.jpg,Urticaria Hives,train,64.09,476,720,3,0.661,RGB,False,1f54b66c055d3e6e7603b979c85a30fc
erythema-annulare-centrifugum-2.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-2.jpg,Urticaria Hives,train,90.75,720,500,3,1.44,RGB,False,7a458f076fe01a871ccb5a1eb96d4504
pressure-urticaria-9.jpg,../dataset/train/Urticaria Hives/pressure-urticaria-9.jpg,Urticaria Hives,train,63.49,720,472,3,1.525,RGB,False,507c3ded96bb47f6293563805c460dc9
hives-Urticaria-Acute-11.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-11.jpg,Urticaria Hives,train,79.17,720,472,3,1.525,RGB,False,62465ee3eb0911685d73754bb90a3548
angioedema-15.jpg,../dataset/train/Urticaria Hives/angioedema-15.jpg,Urticaria Hives,train,111.71,469,720,3,0.651,RGB,False,c768f3cbb55da405d9e1053d78ce0c94
erythema-annulare-centrifugum-10.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-10.jpg,Urticaria Hives,train,76.08,480,720,3,0.667,RGB,False,b1e6a07629eb7bae9e350db564ddbadd
PUPPP-1.jpg,../dataset/train/Urticaria Hives/PUPPP-1.jpg,Urticaria Hives,train,63.91,720,480,3,1.5,RGB,False,a87137b4652b5ba2bb1a6d417964b1c8
cholinergic-uriticaria-10.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-10.jpg,Urticaria Hives,train,60.72,720,480,3,1.5,RGB,False,5f65d9372d81121e781d9516e7c16e74
Urticaria-Vasculitis-9.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-9.jpg,Urticaria Hives,train,80.19,720,472,3,1.525,RGB,False,c698e571ea34c9bef747ae684ee04c0b
Urticaria-Vasculitis-8.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-8.jpg,Urticaria Hives,train,67.54,720,472,3,1.525,RGB,False,972841c3937bd0496ded322782fd9d10
cholinergic-uriticaria-11.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-11.jpg,Urticaria Hives,train,63.55,720,472,3,1.525,RGB,False,49b4daf0b6343320ef95cd3963a84ac8
06HivesPolycyclic2.jpg,../dataset/train/Urticaria Hives/06HivesPolycyclic2.jpg,Urticaria Hives,train,69.83,720,472,3,1.525,RGB,False,f9f2cf648c800e5c4fdc4cf5b9d2b927
erythema-annulare-centrifugum-11.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-11.jpg,Urticaria Hives,train,62.18,720,480,3,1.5,RGB,False,f4809bf186b0a6751a8de440305e4518
angioedema-14.jpg,../dataset/train/Urticaria Hives/angioedema-14.jpg,Urticaria Hives,train,65.94,470,720,3,0.653,RGB,False,a42831ec637ca549cf0c01e0b9c5a1d1
hives-Urticaria-Acute-38.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-38.jpg,Urticaria Hives,train,62.94,484,720,3,0.672,RGB,False,5d66e2b46dd19d11c470acfdca810772
hives-Urticaria-Acute-10.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-10.jpg,Urticaria Hives,train,80.22,720,472,3,1.525,RGB,False,4365492328619ffe727c7724e8ea8f47
hives-Urticaria-Acute-12.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-12.jpg,Urticaria Hives,train,74.04,720,472,3,1.525,RGB,False,5b0e0f9d1bfa40b6164d916a6369fba9
angioedema-16.jpg,../dataset/train/Urticaria Hives/angioedema-16.jpg,Urticaria Hives,train,77.56,720,474,3,1.519,RGB,False,34ba4b7b6c6e3714e09709301495540a
erythema-annulare-centrifugum-13.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-13.jpg,Urticaria Hives,train,48.06,720,480,3,1.5,RGB,False,cbf660fb62815a404721bb0eeaab8b69
PUPPP-2.jpg,../dataset/train/Urticaria Hives/PUPPP-2.jpg,Urticaria Hives,train,78.52,720,480,3,1.5,RGB,False,563b96ef9adf853763b63d8d705b9fc2
cholinergic-uriticaria-13.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-13.jpg,Urticaria Hives,train,71.51,480,720,3,0.667,RGB,False,8af2630c53980a01b9344f1e51f635c9
06HivesPolycyclic1.jpg,../dataset/train/Urticaria Hives/06HivesPolycyclic1.jpg,Urticaria Hives,train,59.52,720,472,3,1.525,RGB,False,02234db1a6cedb72d54a6d9d401950a7
PUPPP-3.jpg,../dataset/train/Urticaria Hives/PUPPP-3.jpg,Urticaria Hives,train,70.2,720,480,3,1.5,RGB,False,3b2978a673a7a0108393d382574b8e8e
erythema-annulare-centrifugum-12.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-12.jpg,Urticaria Hives,train,77.76,720,472,3,1.525,RGB,False,a180261d96238a034414283316966d56
angioedema-17.jpg,../dataset/train/Urticaria Hives/angioedema-17.jpg,Urticaria Hives,train,96.08,720,468,3,1.538,RGB,False,ca5f323ffbc1545b0865ef210f8c2f83
hives-Urticaria-Acute-13.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-13.jpg,Urticaria Hives,train,47.92,480,720,3,0.667,RGB,False,474d8fc6369cfbd71f4ef32579a02e3c
angioedema-13.jpg,../dataset/train/Urticaria Hives/angioedema-13.jpg,Urticaria Hives,train,86.81,466,720,3,0.647,RGB,False,8d064d90be255eedfa780c0b33af3787
hives-Urticaria-Acute-17.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-17.jpg,Urticaria Hives,train,62.35,720,472,3,1.525,RGB,False,df6f85d5ae943139f15492e0303bdce6
dermagraphism-40.jpg,../dataset/train/Urticaria Hives/dermagraphism-40.jpg,Urticaria Hives,train,72.49,720,472,3,1.525,RGB,False,37120846fc71f32604c9ca66c4c07975
erythema-annulare-centrifugum-16.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-16.jpg,Urticaria Hives,train,52.02,480,720,3,0.667,RGB,False,40cd940193cf7f0397304f8cdae0b33c
PUPPP-7.jpg,../dataset/train/Urticaria Hives/PUPPP-7.jpg,Urticaria Hives,train,100.64,586,720,3,0.814,RGB,False,2014a23532f7074405e43a9a47487fc8
angioedema-8.jpg,../dataset/train/Urticaria Hives/angioedema-8.jpg,Urticaria Hives,train,102.91,655,720,3,0.91,RGB,False,91fbe0024e187a0ec075da020d992f20
angioedema-9.jpg,../dataset/train/Urticaria Hives/angioedema-9.jpg,Urticaria Hives,train,99.89,720,460,3,1.565,RGB,False,481bd32f281aeb66e1ac468893edfbe9
PUPPP-6.jpg,../dataset/train/Urticaria Hives/PUPPP-6.jpg,Urticaria Hives,train,101.87,589,720,3,0.818,RGB,False,244c16953381b2f1989e383f78de5a48
dermagraphism-41.jpg,../dataset/train/Urticaria Hives/dermagraphism-41.jpg,Urticaria Hives,train,72.49,720,472,3,1.525,RGB,False,37120846fc71f32604c9ca66c4c07975
hives-Urticaria-Acute-16.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-16.jpg,Urticaria Hives,train,75.36,720,480,3,1.5,RGB,False,259a7226e54d522761788575ef8f6d4c
angioedema-10.jpg,../dataset/train/Urticaria Hives/angioedema-10.jpg,Urticaria Hives,train,107.07,720,483,3,1.491,RGB,False,168268a9f42fe2241c21e8bc273d9e38
hives-Urticaria-Acute-28.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-28.jpg,Urticaria Hives,train,95.63,468,720,3,0.65,RGB,False,271f0d15d84f3b4446ba6b5d48146065
hives-Urticaria-Acute-14.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-14.jpg,Urticaria Hives,train,48.44,480,720,3,0.667,RGB,False,1123c85939df2acde9d9d0e0a5f3c5b0
dermagraphism-43.jpg,../dataset/train/Urticaria Hives/dermagraphism-43.jpg,Urticaria Hives,train,63.17,720,475,3,1.516,RGB,False,b48377fcbe518267560aaa0ab5850f21
erythema-annulare-centrifugum-15.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-15.jpg,Urticaria Hives,train,51.74,480,720,3,0.667,RGB,False,4aaf1a261e633d0ce669e1128c818b33
cholinergic-uriticaria-8.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-8.jpg,Urticaria Hives,train,46.34,480,720,3,0.667,RGB,False,ea32caf62e3f5100fae7c0051092f0b7
PUPPP-4.jpg,../dataset/train/Urticaria Hives/PUPPP-4.jpg,Urticaria Hives,train,64.01,720,480,3,1.5,RGB,False,8b7a6855972aad5bf931a197bedceea1
PUPPP-5.jpg,../dataset/train/Urticaria Hives/PUPPP-5.jpg,Urticaria Hives,train,83.31,567,720,3,0.787,RGB,False,bb482d80bb700dac0a25bbb98ff5d531
cholinergic-uriticaria-9.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-9.jpg,Urticaria Hives,train,45.87,480,720,3,0.667,RGB,False,970ea06357cb65d0735f71d15d9dc925
erythema-annulare-centrifugum-14.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-14.jpg,Urticaria Hives,train,49.96,480,720,3,0.667,RGB,False,4370b95cb7ce1798f08db0673d8e4745
dermagraphism-42.jpg,../dataset/train/Urticaria Hives/dermagraphism-42.jpg,Urticaria Hives,train,154.72,720,482,3,1.494,RGB,False,173db17b4d7a6bfce68f89b15ba1528b
hives-Urticaria-Acute-15.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-15.jpg,Urticaria Hives,train,43.13,480,720,3,0.667,RGB,False,f0bce9533e172067b161cf61f28ce401
hives-Urticaria-Acute-29.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-29.jpg,Urticaria Hives,train,49.53,459,720,3,0.637,RGB,False,1b5e279b6edec9264c8d2931e18622af
angioedema-11.jpg,../dataset/train/Urticaria Hives/angioedema-11.jpg,Urticaria Hives,train,111.32,720,475,3,1.516,RGB,False,0dc1100e1c73e9022b55ba023c740b81
hives-Urticaria-Acute-24.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-24.jpg,Urticaria Hives,train,59.03,720,480,3,1.5,RGB,False,7812e4892bc3bd14b6d56115ab323534
hives-Urticaria-Acute-30.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-30.jpg,Urticaria Hives,train,85.44,494,720,3,0.686,RGB,False,39c754cf167896bc7bcbac3dda78a965
hives-Urticaria-Acute-18.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-18.jpg,Urticaria Hives,train,65.32,720,472,3,1.525,RGB,False,d600dfa173ef21f108a77258a868634c
angioedema-20.jpg,../dataset/train/Urticaria Hives/angioedema-20.jpg,Urticaria Hives,train,154.21,610,720,3,0.847,RGB,False,766e652dbac1d0dabc0d1a5d226a7510
cholinergic-uriticaria-4.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-4.jpg,Urticaria Hives,train,111.52,720,487,3,1.478,RGB,False,c65421e5a6ea3aae361d75bf3164f229
PUPPP-8.jpg,../dataset/train/Urticaria Hives/PUPPP-8.jpg,Urticaria Hives,train,87.9,584,720,3,0.811,RGB,False,57c5febc74f6642a9f5ef8c765c004b0
Urticaria-Vasculitis-1.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-1.jpg,Urticaria Hives,train,57.62,720,472,3,1.525,RGB,False,6f3670f1e0dd442fa865530c7aedc091
cholinergic-uriticaria-5.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-5.jpg,Urticaria Hives,train,106.25,720,479,3,1.503,RGB,False,25016b9cb4e8136ae9ff0cc5a5955140
hives-Urticaria-Acute-103.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-103.jpg,Urticaria Hives,train,57.11,720,477,3,1.509,RGB,False,d685c30d34506713433ff951978fc856
erythema-annulare-centrifugum-18.jpg,../dataset/train/Urticaria Hives/erythema-annulare-centrifugum-18.jpg,Urticaria Hives,train,54.88,720,480,3,1.5,RGB,False,1a4b7ce7e9a691450c34df78a501e30b
angioedema-21.jpg,../dataset/train/Urticaria Hives/angioedema-21.jpg,Urticaria Hives,train,132.97,720,672,3,1.071,RGB,False,79501ef777551fb1b7e59b4e858bb889
hives-Urticaria-Acute-19.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-19.jpg,Urticaria Hives,train,69.56,720,472,3,1.525,RGB,False,5424d1293bb800082f114a9531841d5e
hives-Urticaria-Acute-31.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-31.jpg,Urticaria Hives,train,43.31,720,478,3,1.506,RGB,False,7f64e672245d787db814911dd975fb77
hives-Urticaria-Acute-27.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-27.jpg,Urticaria Hives,train,56.76,720,480,3,1.5,RGB,False,ae8f5ee6f4ae0b1fc933db395f8baaa5
angioedema-23.jpg,../dataset/train/Urticaria Hives/angioedema-23.jpg,Urticaria Hives,train,110.2,573,720,3,0.796,RGB,False,254bbf44ebfa1dfce421c49b9d667256
hives-Urticaria-Acute-101.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-101.jpg,Urticaria Hives,train,121.56,720,608,3,1.184,RGB,False,33a18047486424a7462c0af4687fb950
cholinergic-uriticaria-7.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-7.jpg,Urticaria Hives,train,43.92,720,480,3,1.5,RGB,False,6777258be4b063396be041c621123cb5
Urticaria-Vasculitis-3.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-3.jpg,Urticaria Hives,train,68.45,720,480,3,1.5,RGB,False,ef43a2a999cc957061747d0c012d9e33
angioedema-4.jpg,../dataset/train/Urticaria Hives/angioedema-4.jpg,Urticaria Hives,train,107.63,720,601,3,1.198,RGB,False,9b928debf395e5939fe372a5c64c20f4
pressure-urticaria-10.jpg,../dataset/train/Urticaria Hives/pressure-urticaria-10.jpg,Urticaria Hives,train,64.14,472,720,3,0.656,RGB,False,fd30d4b9c53dc8c54f197026fe10735b
Urticaria-Vasculitis-2.jpg,../dataset/train/Urticaria Hives/Urticaria-Vasculitis-2.jpg,Urticaria Hives,train,57.55,720,472,3,1.525,RGB,False,de0c4555437fe1e780e173ef087ab6e5
cholinergic-uriticaria-6.jpg,../dataset/train/Urticaria Hives/cholinergic-uriticaria-6.jpg,Urticaria Hives,train,112.33,720,691,3,1.042,RGB,False,22ab33b06209d6556dece06b42616cd4
hives-Urticaria-Acute-100.jpg,../dataset/train/Urticaria Hives/hives-Urticaria-Acute-100.jpg,Urticaria Hives,train,92.3,594,720,3,0.825,RGB,False,a5bd8cb2a7a70734426032f30b19389b
angioedema-22.jpg,../dataset/train/Urticaria Hives/angioedema-22.jpg,Urticaria Hives,train,154.97,720,635,3,1.134,RGB,False,ea7f3c092c13530b598a46cfc0fd476a
